[2018-03-23 12:56:16,869] [INFO] started logging
[2018-03-24 18:29:20,775] [DEBUG] archived map
[2018-03-24 18:29:21,048] [DEBUG] archived map
[2018-03-24 18:29:21,383] [DEBUG] archived map
[2018-03-24 18:29:56,375] [INFO] started logging
[2018-03-24 18:29:56,375] [DEBUG] archived map
[2018-03-24 18:29:56,375] [DEBUG] making static mesh from thin air
[2018-03-24 18:29:56,457] [DEBUG] archived map
[2018-03-24 18:29:56,457] [DEBUG] making static mesh
[2018-03-24 18:29:56,458] [DEBUG] loading file...
[2018-03-24 18:29:56,929] [DEBUG] archived map
[2018-03-24 18:29:57,272] [DEBUG] archived map
[2018-03-24 18:29:57,574] [DEBUG] archived map
[2018-03-24 18:29:57,576] [DEBUG] archived map
[2018-03-24 18:29:57,880] [DEBUG] archived map
[2018-03-24 18:29:58,164] [DEBUG] archived map
[2018-03-24 18:29:58,497] [DEBUG] archived map
[2018-03-24 18:30:58,467] [INFO] started logging
[2018-03-24 18:30:58,468] [DEBUG] archived map
[2018-03-24 18:30:58,469] [DEBUG] making static mesh
[2018-03-24 18:30:58,469] [DEBUG] loading file...
[2018-03-24 18:30:58,953] [DEBUG] archived map
[2018-03-24 18:30:59,295] [DEBUG] archived map
[2018-03-24 18:30:59,598] [DEBUG] archived map
[2018-03-24 18:30:59,600] [DEBUG] archived map
[2018-03-24 18:30:59,905] [DEBUG] archived map
[2018-03-24 18:31:00,177] [DEBUG] archived map
[2018-03-24 18:31:00,509] [DEBUG] archived map
[2018-03-25 17:23:16,561] [INFO] started logging
[2018-03-25 17:23:16,561] [DEBUG] making static mesh
[2018-03-25 17:23:16,561] [DEBUG] loading file...
[2018-03-25 17:24:29,095] [INFO] started logging
[2018-03-25 17:24:29,096] [DEBUG] making static mesh from thin air
[2018-03-25 17:27:00,763] [INFO] started logging
[2018-03-25 17:27:00,764] [DEBUG] making static mesh from thin air
[2018-03-25 17:27:58,446] [INFO] started logging
[2018-03-25 17:27:58,447] [DEBUG] making static mesh from thin air
[2018-03-25 17:28:11,871] [INFO] started logging
[2018-03-25 17:28:11,872] [DEBUG] making static mesh from thin air
[2018-03-25 17:29:43,858] [INFO] started logging
[2018-03-25 17:29:43,859] [DEBUG] making static mesh from thin air
[2018-03-25 17:30:46,263] [INFO] started logging
[2018-03-25 17:30:46,264] [DEBUG] making static mesh from thin air
[2018-03-25 19:34:41,295] [INFO] started logging
[2018-03-25 19:34:41,295] [DEBUG] making static mesh from thin air
[2018-03-25 19:36:46,290] [INFO] started logging
[2018-03-25 19:36:46,291] [DEBUG] making static mesh from thin air
[2018-03-25 19:37:10,559] [INFO] started logging
[2018-03-25 19:37:10,560] [DEBUG] making static mesh from thin air
[2018-03-25 19:39:18,374] [INFO] started logging
[2018-03-25 19:39:18,375] [DEBUG] making static mesh from thin air
[2018-03-25 19:39:39,587] [INFO] started logging
[2018-03-25 19:39:39,588] [DEBUG] making static mesh from thin air
[2018-03-25 19:40:59,886] [INFO] started logging
[2018-03-25 19:40:59,893] [DEBUG] making static mesh from thin air
[2018-03-25 19:42:50,849] [INFO] started logging
[2018-03-25 19:42:50,849] [DEBUG] making static mesh
[2018-03-25 19:42:50,849] [DEBUG] loading file...
[2018-03-25 19:44:55,905] [INFO] started logging
[2018-03-25 19:44:55,905] [DEBUG] making static mesh
[2018-03-25 19:44:55,905] [DEBUG] loading file...
[2018-03-25 19:47:08,885] [INFO] started logging
[2018-03-25 19:47:08,885] [DEBUG] making static mesh
[2018-03-25 19:47:08,885] [DEBUG] loading file...
[2018-03-25 19:52:53,841] [INFO] started logging
[2018-03-25 19:52:53,841] [DEBUG] making static mesh
[2018-03-25 19:52:53,842] [DEBUG] loading file...
[2018-03-25 19:55:02,011] [INFO] started logging
[2018-03-25 19:55:02,012] [DEBUG] making static mesh
[2018-03-25 19:55:02,012] [DEBUG] loading file...
[2018-03-25 19:56:38,975] [INFO] started logging
[2018-03-25 19:56:38,976] [DEBUG] making static mesh
[2018-03-25 19:56:38,976] [DEBUG] loading file...
[2018-03-25 19:59:46,353] [INFO] started logging
[2018-03-25 19:59:46,353] [DEBUG] making static mesh
[2018-03-25 19:59:46,353] [DEBUG] loading file...
[2018-03-25 20:01:44,842] [INFO] started logging
[2018-03-25 20:01:44,843] [DEBUG] making static mesh
[2018-03-25 20:01:44,843] [DEBUG] loading file...
[2018-03-25 20:04:43,386] [INFO] started logging
[2018-03-25 20:04:43,387] [DEBUG] making static mesh
[2018-03-25 20:04:43,387] [DEBUG] loading file...
[2018-03-25 20:05:20,314] [INFO] started logging
[2018-03-25 20:05:20,315] [DEBUG] making static mesh
[2018-03-25 20:05:20,315] [DEBUG] loading file...
[2018-03-25 20:07:06,616] [INFO] started logging
[2018-03-25 20:07:06,616] [DEBUG] making static mesh
[2018-03-25 20:07:06,616] [DEBUG] loading file...
[2018-03-25 20:32:10,198] [INFO] started logging
[2018-03-25 20:32:10,198] [DEBUG] making static mesh
[2018-03-25 20:32:10,198] [DEBUG] loading file...
[2018-03-25 20:32:55,233] [INFO] started logging
[2018-03-25 20:32:55,233] [DEBUG] making static mesh
[2018-03-25 20:32:55,233] [DEBUG] loading file...
[2018-03-25 22:00:59,286] [INFO] started logging
[2018-03-25 22:00:59,286] [DEBUG] making static mesh
[2018-03-25 22:00:59,287] [DEBUG] loading file...
[2018-03-25 22:02:04,699] [INFO] started logging
[2018-03-25 22:02:04,699] [DEBUG] making static mesh
[2018-03-25 22:02:04,699] [DEBUG] loading file...
[2018-03-25 22:02:46,273] [INFO] started logging
[2018-03-25 22:02:46,273] [DEBUG] making static mesh
[2018-03-25 22:02:46,273] [DEBUG] loading file...
[2018-03-26 08:08:16,950] [INFO] started logging
[2018-03-26 08:08:16,950] [DEBUG] making static mesh
[2018-03-26 08:08:16,950] [DEBUG] loading file...
[2018-03-26 08:08:48,771] [INFO] started logging
[2018-03-26 08:08:48,772] [DEBUG] making static mesh
[2018-03-26 08:08:48,772] [DEBUG] loading file...
[2018-03-26 08:31:36,498] [INFO] started logging
[2018-03-26 08:31:36,499] [DEBUG] making static mesh
[2018-03-26 08:31:36,499] [DEBUG] loading file...
[2018-03-26 08:34:40,008] [INFO] started logging
[2018-03-26 08:34:40,009] [DEBUG] making static mesh
[2018-03-26 08:34:40,009] [DEBUG] loading file...
[2018-03-26 08:35:35,000] [INFO] started logging
[2018-03-26 08:35:35,001] [DEBUG] making static mesh
[2018-03-26 08:35:35,001] [DEBUG] loading file...
[2018-03-26 08:36:15,195] [INFO] started logging
[2018-03-26 08:36:15,195] [DEBUG] making static mesh
[2018-03-26 08:36:15,195] [DEBUG] loading file...
[2018-03-26 08:36:57,326] [INFO] started logging
[2018-03-26 08:36:57,327] [DEBUG] making static mesh
[2018-03-26 08:36:57,328] [DEBUG] loading file...
[2018-03-26 08:40:38,480] [INFO] started logging
[2018-03-26 08:40:38,480] [DEBUG] making static mesh
[2018-03-26 08:40:38,480] [DEBUG] loading file...
[2018-03-26 08:41:32,663] [INFO] started logging
[2018-03-26 08:41:32,663] [DEBUG] making static mesh
[2018-03-26 08:41:32,663] [DEBUG] loading file...
[2018-03-26 08:42:34,944] [INFO] started logging
[2018-03-26 08:42:34,944] [DEBUG] making static mesh
[2018-03-26 08:42:34,944] [DEBUG] loading file...
[2018-03-26 08:44:23,879] [INFO] started logging
[2018-03-26 08:44:23,879] [DEBUG] making static mesh
[2018-03-26 08:44:23,879] [DEBUG] loading file...
[2018-03-26 08:44:59,884] [INFO] started logging
[2018-03-26 08:44:59,884] [DEBUG] making static mesh
[2018-03-26 08:44:59,884] [DEBUG] loading file...
[2018-03-26 08:45:18,982] [INFO] started logging
[2018-03-26 08:45:18,983] [DEBUG] making static mesh
[2018-03-26 08:45:18,983] [DEBUG] loading file...
[2018-03-26 08:45:21,062] [INFO] level null
[2018-03-26 08:45:21,070] [INFO] level null
[2018-03-26 08:45:21,074] [INFO] level null
[2018-03-26 08:45:21,091] [INFO] level null
[2018-03-26 08:45:21,107] [INFO] level null
[2018-03-26 08:45:21,124] [INFO] level null
[2018-03-26 08:45:21,141] [INFO] level null
[2018-03-26 08:45:21,157] [INFO] level null
[2018-03-26 08:45:21,174] [INFO] level null
[2018-03-26 08:45:21,190] [INFO] level null
[2018-03-26 08:45:21,207] [INFO] level null
[2018-03-26 08:45:21,224] [INFO] level null
[2018-03-26 08:45:21,241] [INFO] level null
[2018-03-26 08:45:21,257] [INFO] level null
[2018-03-26 08:45:21,274] [INFO] level null
[2018-03-26 08:45:21,290] [INFO] level null
[2018-03-26 08:45:21,307] [INFO] level null
[2018-03-26 08:45:21,324] [INFO] level null
[2018-03-26 08:45:21,340] [INFO] level null
[2018-03-26 08:45:21,357] [INFO] level null
[2018-03-26 08:45:21,374] [INFO] level null
[2018-03-26 08:45:21,390] [INFO] level null
[2018-03-26 08:45:21,407] [INFO] level null
[2018-03-26 08:45:21,424] [INFO] level null
[2018-03-26 08:45:21,440] [INFO] level null
[2018-03-26 08:45:21,457] [INFO] level null
[2018-03-26 08:45:21,474] [INFO] level null
[2018-03-26 08:45:21,490] [INFO] level null
[2018-03-26 08:45:21,507] [INFO] level null
[2018-03-26 08:45:21,524] [INFO] level null
[2018-03-26 08:45:21,540] [INFO] level null
[2018-03-26 08:45:21,557] [INFO] level null
[2018-03-26 08:45:21,574] [INFO] level null
[2018-03-26 08:45:21,590] [INFO] level null
[2018-03-26 08:45:21,607] [INFO] level null
[2018-03-26 08:45:21,623] [INFO] level null
[2018-03-26 08:45:21,640] [INFO] level null
[2018-03-26 08:45:21,657] [INFO] level null
[2018-03-26 08:45:21,673] [INFO] level null
[2018-03-26 08:45:21,690] [INFO] level null
[2018-03-26 08:45:21,707] [INFO] level null
[2018-03-26 08:45:21,723] [INFO] level null
[2018-03-26 08:45:21,740] [INFO] level null
[2018-03-26 08:45:21,757] [INFO] level null
[2018-03-26 08:45:21,773] [INFO] level null
[2018-03-26 08:45:21,790] [INFO] level null
[2018-03-26 08:45:21,807] [INFO] level null
[2018-03-26 08:45:21,823] [INFO] level null
[2018-03-26 08:45:21,840] [INFO] level null
[2018-03-26 08:45:21,856] [INFO] level null
[2018-03-26 08:45:21,873] [INFO] level null
[2018-03-26 08:45:21,890] [INFO] level null
[2018-03-26 08:45:21,906] [INFO] level null
[2018-03-26 08:45:21,923] [INFO] level null
[2018-03-26 08:45:21,940] [INFO] level null
[2018-03-26 08:45:21,956] [INFO] level null
[2018-03-26 08:45:21,973] [INFO] level null
[2018-03-26 08:45:21,990] [INFO] level null
[2018-03-26 08:45:22,006] [INFO] level null
[2018-03-26 08:45:22,023] [INFO] level null
[2018-03-26 08:45:22,040] [INFO] level null
[2018-03-26 08:45:22,056] [INFO] level null
[2018-03-26 08:45:22,073] [INFO] level null
[2018-03-26 08:45:22,090] [INFO] level null
[2018-03-26 08:45:22,106] [INFO] level null
[2018-03-26 08:45:22,123] [INFO] level null
[2018-03-26 08:45:22,140] [INFO] level null
[2018-03-26 08:45:22,156] [INFO] level null
[2018-03-26 08:45:22,173] [INFO] level null
[2018-03-26 08:45:22,190] [INFO] level null
[2018-03-26 08:45:22,206] [INFO] level null
[2018-03-26 08:45:22,223] [INFO] level null
[2018-03-26 08:45:22,239] [INFO] level null
[2018-03-26 08:45:22,256] [INFO] level null
[2018-03-26 08:45:22,273] [INFO] level null
[2018-03-26 08:45:22,289] [INFO] level null
[2018-03-26 08:45:22,306] [INFO] level null
[2018-03-26 08:45:22,323] [INFO] level null
[2018-03-26 08:45:22,339] [INFO] level null
[2018-03-26 08:45:22,356] [INFO] level null
[2018-03-26 08:45:22,373] [INFO] level null
[2018-03-26 08:45:22,389] [INFO] level null
[2018-03-26 08:45:22,406] [INFO] level null
[2018-03-26 08:45:22,423] [INFO] level null
[2018-03-26 08:45:22,439] [INFO] level null
[2018-03-26 08:45:22,456] [INFO] level null
[2018-03-26 08:45:22,473] [INFO] level null
[2018-03-26 08:45:22,489] [INFO] level null
[2018-03-26 08:45:22,506] [INFO] level null
[2018-03-26 08:45:22,523] [INFO] level null
[2018-03-26 08:45:22,539] [INFO] level null
[2018-03-26 08:45:22,556] [INFO] level null
[2018-03-26 08:45:22,572] [INFO] level null
[2018-03-26 08:45:22,589] [INFO] level null
[2018-03-26 08:45:22,606] [INFO] level null
[2018-03-26 08:45:22,623] [INFO] level null
[2018-03-26 08:45:22,639] [INFO] level null
[2018-03-26 08:45:22,656] [INFO] level null
[2018-03-26 08:45:22,673] [INFO] level null
[2018-03-26 08:45:22,689] [INFO] level null
[2018-03-26 08:45:22,706] [INFO] level null
[2018-03-26 08:45:22,722] [INFO] level null
[2018-03-26 08:45:22,739] [INFO] level null
[2018-03-26 08:45:22,756] [INFO] level null
[2018-03-26 08:45:22,772] [INFO] level null
[2018-03-26 08:45:22,789] [INFO] level null
[2018-03-26 08:45:22,806] [INFO] level null
[2018-03-26 08:45:22,822] [INFO] level null
[2018-03-26 08:45:22,839] [INFO] level null
[2018-03-26 08:45:22,856] [INFO] level null
[2018-03-26 08:45:22,872] [INFO] level null
[2018-03-26 08:45:22,889] [INFO] level null
[2018-03-26 08:45:22,906] [INFO] level null
[2018-03-26 08:45:22,922] [INFO] level null
[2018-03-26 08:45:22,939] [INFO] level null
[2018-03-26 08:45:22,955] [INFO] level null
[2018-03-26 08:45:22,972] [INFO] level null
[2018-03-26 08:45:22,989] [INFO] level null
[2018-03-26 08:45:23,005] [INFO] level null
[2018-03-26 08:45:23,022] [INFO] level null
[2018-03-26 08:45:23,039] [INFO] level null
[2018-03-26 08:45:23,055] [INFO] level null
[2018-03-26 08:45:23,072] [INFO] level null
[2018-03-26 08:45:23,089] [INFO] level null
[2018-03-26 08:45:23,105] [INFO] level null
[2018-03-26 08:46:32,993] [INFO] started logging
[2018-03-26 08:46:32,994] [DEBUG] making static mesh
[2018-03-26 08:46:32,994] [DEBUG] loading file...
[2018-03-26 08:47:03,027] [INFO] started logging
[2018-03-26 08:47:03,028] [DEBUG] making static mesh
[2018-03-26 08:47:03,028] [DEBUG] loading file...
[2018-03-26 08:48:05,441] [INFO] started logging
[2018-03-26 08:48:05,441] [DEBUG] making static mesh
[2018-03-26 08:48:05,441] [DEBUG] loading file...
[2018-03-26 08:48:24,767] [INFO] started logging
[2018-03-26 08:48:24,767] [DEBUG] making static mesh
[2018-03-26 08:48:24,767] [DEBUG] loading file...
[2018-03-26 08:48:39,759] [INFO] started logging
[2018-03-26 08:48:39,759] [DEBUG] making static mesh
[2018-03-26 08:48:39,759] [DEBUG] loading file...
[2018-03-26 08:52:11,241] [INFO] started logging
[2018-03-26 08:52:11,242] [DEBUG] making static mesh
[2018-03-26 08:52:11,242] [DEBUG] loading file...
[2018-03-26 08:52:39,117] [INFO] started logging
[2018-03-26 08:52:39,117] [DEBUG] making static mesh
[2018-03-26 08:52:39,117] [DEBUG] loading file...
[2018-03-26 08:53:12,220] [INFO] started logging
[2018-03-26 08:53:12,220] [DEBUG] making static mesh
[2018-03-26 08:53:12,220] [DEBUG] loading file...
[2018-03-26 08:54:21,550] [INFO] started logging
[2018-03-26 08:54:21,551] [DEBUG] making static mesh
[2018-03-26 08:54:21,551] [DEBUG] loading file...
[2018-03-26 08:54:58,722] [INFO] started logging
[2018-03-26 08:54:58,722] [DEBUG] making static mesh
[2018-03-26 08:54:58,722] [DEBUG] loading file...
[2018-03-26 08:58:15,802] [INFO] started logging
[2018-03-26 08:58:15,802] [DEBUG] making static mesh
[2018-03-26 08:58:15,802] [DEBUG] loading file...
[2018-03-26 10:40:27,891] [INFO] started logging
[2018-03-26 10:40:27,894] [DEBUG] making static mesh from thin air
[2018-03-26 10:40:43,119] [INFO] started logging
[2018-03-26 10:40:43,120] [DEBUG] making static mesh from thin air
[2018-03-26 10:42:58,323] [INFO] started logging
[2018-03-26 10:42:58,324] [DEBUG] making static mesh from thin air
[2018-03-26 10:44:28,817] [INFO] started logging
[2018-03-26 10:44:28,818] [DEBUG] making static mesh from thin air
[2018-03-26 10:45:22,276] [INFO] started logging
[2018-03-26 10:45:22,276] [DEBUG] making static mesh from thin air
[2018-03-26 10:48:29,088] [INFO] started logging
[2018-03-26 10:48:29,088] [DEBUG] making static mesh from thin air
[2018-03-26 10:58:31,347] [INFO] started logging
[2018-03-26 10:58:31,347] [DEBUG] making static mesh from thin air
[2018-03-26 10:59:10,018] [INFO] started logging
[2018-03-26 10:59:10,018] [DEBUG] making static mesh from thin air
[2018-03-26 12:13:36,492] [INFO] started logging
[2018-03-26 12:13:36,496] [DEBUG] making static mesh from thin air
[2018-03-26 12:13:45,668] [INFO] started logging
[2018-03-26 12:13:45,668] [DEBUG] making static mesh from thin air
[2018-03-26 12:16:15,325] [INFO] started logging
[2018-03-26 12:16:15,327] [DEBUG] making static mesh from thin air
[2018-03-26 12:16:22,718] [INFO] started logging
[2018-03-26 12:16:22,718] [DEBUG] making static mesh from thin air
[2018-03-26 12:17:45,645] [INFO] started logging
[2018-03-26 12:17:45,647] [DEBUG] making static mesh
[2018-03-26 12:17:45,647] [DEBUG] loading file...
[2018-03-26 12:18:25,382] [INFO] started logging
[2018-03-26 12:18:25,382] [DEBUG] making static mesh
[2018-03-26 12:18:25,382] [DEBUG] loading file...
[2018-03-26 12:32:26,224] [INFO] started logging
[2018-03-26 12:32:26,225] [DEBUG] making static mesh
[2018-03-26 12:32:26,225] [DEBUG] loading file...
[2018-03-26 12:32:36,095] [INFO] started logging
[2018-03-26 12:32:36,096] [DEBUG] making static mesh
[2018-03-26 12:32:36,096] [DEBUG] loading file...
[2018-03-26 12:33:05,474] [INFO] started logging
[2018-03-26 12:33:05,476] [DEBUG] making static mesh
[2018-03-26 12:33:05,476] [DEBUG] loading file...
[2018-03-26 12:33:14,208] [INFO] started logging
[2018-03-26 12:33:14,208] [DEBUG] making static mesh
[2018-03-26 12:33:14,208] [DEBUG] loading file...
[2018-03-26 12:34:21,706] [INFO] started logging
[2018-03-26 12:34:21,707] [DEBUG] making static mesh
[2018-03-26 12:34:21,708] [DEBUG] loading file...
[2018-03-26 12:34:23,792] [DEBUG] got cstring
[2018-03-26 12:34:59,799] [INFO] started logging
[2018-03-26 12:34:59,799] [DEBUG] making static mesh
[2018-03-26 12:34:59,799] [DEBUG] loading file...
[2018-03-26 12:35:01,872] [DEBUG] got cstring
[2018-03-26 12:35:47,359] [INFO] started logging
[2018-03-26 12:35:47,360] [DEBUG] making static mesh
[2018-03-26 12:35:47,360] [DEBUG] loading file...
[2018-03-26 12:35:49,388] [DEBUG] got cstring
[2018-03-26 12:35:49,388] [DEBUG] 25167840
[2018-03-26 12:36:38,418] [INFO] started logging
[2018-03-26 12:36:38,419] [DEBUG] making static mesh
[2018-03-26 12:36:38,419] [DEBUG] loading file...
[2018-03-26 12:36:40,462] [DEBUG] got cstring
[2018-03-26 12:37:12,206] [INFO] started logging
[2018-03-26 12:37:12,207] [DEBUG] making static mesh
[2018-03-26 12:37:12,207] [DEBUG] loading file...
[2018-03-26 12:37:14,326] [DEBUG] got cstring
[2018-03-26 12:37:14,326] [DEBUG] vs: 
[2018-03-26 12:37:14,327] [DEBUG] printed vs
[2018-03-26 12:39:45,737] [INFO] started logging
[2018-03-26 12:39:45,738] [DEBUG] making static mesh
[2018-03-26 12:39:45,738] [DEBUG] loading file...
[2018-03-26 12:39:46,234] [DEBUG] V: ``
[2018-03-26 12:39:46,582] [DEBUG] V: ``
[2018-03-26 12:39:46,885] [DEBUG] V: †`
[2018-03-26 12:39:46,886] [DEBUG] V: †V`
[2018-03-26 12:39:47,191] [DEBUG] V:  Y`
[2018-03-26 12:39:47,463] [DEBUG] V: 0:_
[2018-03-26 12:39:47,794] [DEBUG] V: `=_
[2018-03-26 12:39:47,802] [DEBUG] got cstring
[2018-03-26 12:40:41,910] [INFO] started logging
[2018-03-26 12:40:41,911] [DEBUG] making static mesh
[2018-03-26 12:40:41,911] [DEBUG] loading file...
[2018-03-26 12:40:42,389] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:42,730] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,031] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,033] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,336] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,607] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,936] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,944] [DEBUG] got cstring
[2018-03-26 12:40:43,944] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,944] [DEBUG] printed vs
[2018-03-26 12:40:43,962] [DEBUG] got cstring
[2018-03-26 12:40:43,962] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,962] [DEBUG] printed vs
[2018-03-26 12:40:43,977] [DEBUG] got cstring
[2018-03-26 12:40:43,977] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,977] [DEBUG] printed vs
[2018-03-26 12:40:43,981] [DEBUG] got cstring
[2018-03-26 12:40:43,981] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,981] [DEBUG] printed vs
[2018-03-26 12:40:43,994] [DEBUG] got cstring
[2018-03-26 12:40:43,994] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:43,994] [DEBUG] printed vs
[2018-03-26 12:40:44,008] [DEBUG] got cstring
[2018-03-26 12:40:44,008] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:44,008] [DEBUG] printed vs
[2018-03-26 12:40:44,021] [DEBUG] got cstring
[2018-03-26 12:40:44,021] [DEBUG] vs: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:40:44,021] [DEBUG] printed vs
[2018-03-26 12:41:46,761] [INFO] started logging
[2018-03-26 12:41:46,762] [DEBUG] making static mesh
[2018-03-26 12:41:46,762] [DEBUG] loading file...
[2018-03-26 12:41:47,240] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
out vec4 vertexColor;

uniform mat4 model;
uniform mat4 view;
uniform mat4 projection;

void main()
{
    TexCoords = aTexCoords;    
    gl_Position = projection * view * model * vec4(aPos, 1.0);
    vertexColor = vec4(aNormal,1.0f);
}

[2018-03-26 12:41:47,582] [DEBUG] V: 
#version 330 core
layout (location = 0) in vec3 aPos;
layout (location = 1) in vec3 aNormal;
layout (location = 2) in vec2 aTexCoords;

out vec2 TexCoords;
